"label","text"
1," #COVID19 has been a great awakening when it comes to vulnerabilities in our supply chain—not just for our large manufacturers, but for our #smallbiz as well. In Tama Co. today, I discussed my work to secure our supply chain &amp; bring jobs back home w/local biz owners. #99CountyTour "
0," Absolutely! "
3," San Diego! We’re less than a month away! and me! "
2," have all endorsed ~stay tuned 4 details on how to get involved! "
1," Thank you to all the Iowa farmers who took time away from harvesting to share with today that 15B means 15B. We’ll keep fighting to make sure they uphold the #RFS."
0," Republicans must stand up to ’s shameful attacks on America’s immigrant community. The Senate must finally #ProtectTheDream and pass H.R. 6, the American Dream and Promise Act. "
3," We run hundreds of candidates for local and state office every cycle. Many of them win. Unfortunately, ballot access is often tied to our performance at the top of the ticket in dozens of states, requiring a substantial investment in the race for the White House."
3," The Lure of the Spider-Tailed Horned Viper. This is one of the craziest things I’ve ever seen in a nature video. How the fuck did this thing evolve with a fake spider on its tail that it uses to lure in birds and eat them? "
0," 'He invited us': Accused #Capitolrioters blame #Trump in novel legal defense "
3," it would eliminate a handout which currently artificially inflates property values for some you can argue what tax level should be, but it should be based on current prop values for all"
1," . Guard has stood up a task force for #Bahamas led by the USCGC JAMES &amp; supported by (4) Medium Endurance Cutters &amp; (7) Fast Response Cutters. USS BATAAN &amp; RFA MOUNTS BAY are also enroute to provide support. (5) MH-60's are conducting relief operations as necessary."
3," Tests aren't declining you half wit. We just hit the most tests we've ever done in a single day on 10/19 when we did 1.2 million tests. In 4 of the past 7 days we've done over 1 million tests."
1," Ron Paul Curriculum vs. One-Size-Fits-All Government Schools Watch the whole show here: "
2," Loved you for a thousand .... years - "
3," those are admirable goals. no argument on ending wars. its when ""we want healthcare/fight climate change"" morphs into insistence on strict versions of #m4h and #gnd that people begin to wonder (not that they are Russian propaganda, but whether policies suit goals)"
1," o $5m for Vietnam Education Foundation Grants o $2.579m for Commission on Security and Co-operation in Europe o $15m to USAID for promoting international higher education between universities o $2.696bn for International Disaster Assistance"
1," Victory in NJ and VA. "
2," BONUS QUESTION: How many ""But Trump..."" responses will I get from liberals?"
0," My first executive orders will be to reverse every single thing President Trump has done to demonize and harm immigrants, including his racist and disgusting Muslim ban."
1," Media: with clarifies that the term ""'Terrorism' goes to intent and political motivation. [But] if there's a personal motivation for terror, then your investigation goes to [that] individual motivation. It's important we understand the motivation."" "
0," via ⁦⁩: “We’ve forgotten what it’s like to have a truth-teller and a healer in the White House.” "
2," Julian has no hope of a fair trial in the United States; he is charged under the Espionage Act, where no public interest defence is allowed."
0," On this Shabbat, I feel empty inside with a tremendous amount of sadness and anger that fills me. Shabbat is supposed to be a time of rest, reflection and prayer we should never go into our Shuls feeling that our lives may end because we are Jews."
3," Covid isn't the plague. Bubonic plague has upwards of a 15% death rate and septicemic plague 40%. Covid's IFR is ~0.25%. Don't wear my mask unless a business refuses entry without it, still go to the gym everyday, and I've travelled to 3 different states in the past few months."
2," I didn't move left to make leftists like me. I moved left because leftist values are the best, and because the duopoly oppresses people."
1," Media: reports to that the #Senate has passed the 2/3 majority needed to override 's veto of the Defense Authorization Act, ""a thumping"" for #Trump, and Mac Thornberry (R-TX13) said ""not even a comma"" was changed to suit #DonaldTrump. "
1," WARREN’S BUSY WEEK: Senator Moves to End Nuclear Wars, Wants $700B in New Child Care Spending "
1," BLOGGED: Today's Reads (10/9) "
1," Followed. Humble thanks."
0," Trump thinks this country belongs to him. But knows it belongs to all of us. To the people. We can't do this without you—can you chip in today? "
0," In the words of my big sis THE We. Fight. On! "
0," I have always been a fan of Jane Fonda. This speech is just another reason why. #GoldenGlobes"
1," Media: to : Disinformation ""continues to set off what I called 'The Bonfire of the Insanities' on Jan. 6. #DonaldTrump will still be, as I call him, 'The Lord of the Lies.' and while he may be licking his wounds, he still poses a threat to this country."" "
3," Cool shot of ’s shadow backstage last night at "
0," It's pretty simple. If you don't support constitutional carry then you don't believe the 2A guarantees the right of an individual citizen to bear arms."
1," 2010: #TeaParty fires , takes back House, blocking #Obama legislation. 2014: Tea Party candidates , and help take back Senate. 2016: Utilizing populist Tea Party tactics, wins presidency. You all ready for '20? "
2," Give her my best wishes for a swift and full recovery Gita x"
1," like what?"
3," It's #420day! We're thankful for the recent improvements made in #marijuana policy across several states, but there is still more to do. The Libertarian Party has been on the right side of this fight since our founding, and we are not backing down now. "
0," , you are my superhero as well. #NationalSuperheroDay"
3," A beautiful mind cleansing run this morning with my exercise buddy, marshallmaerogan. Sending out love to you all! "
0," Washington Squares"
1," Over the next few days &amp; weeks we will be coordinating with to secure prompt federal reimbursements to #Florida counties for storm-related costs. But we face some hurdles regarding #HurricaneDorian 1/3 #Sayfie #FlaPol"
1," Fauci On The Ropes...Lashes Out At Trump - Watch today's Liberty Report: "
